metatranscriptomics_name	kraken2_taxonomy
k141_248630	Pseudomonas cichorii (taxid 36746)
k141_40582	Pseudomonas lundensis (taxid 86185)
k141_97201	Pseudomonas mendocina (taxid 300)
k141_135352	Lactiplantibacillus plantarum (taxid 1590)
k141_116304	Aeromicrobium marinum DSM 15272 (taxid 585531)
k141_191970	Rhodoferax sp. BAB1 (taxid 2741720)
k141_59605	Pseudomonas sp. S09G 359 (taxid 2054919)
k141_154028	Thermotoga sp. RQ2 (taxid 126740)
k141_97203	Serratia (taxid 613)
k141_78631	Lactobacillus mucosae LM1 (taxid 1130798)
k141_248636	Pseudomonas fluorescens (taxid 294)
k141_40584	Pseudomonas protegens (taxid 380021)
k141_78632	Pseudomonas putida (taxid 303)
k141_2964	Lactobacillus crispatus (taxid 47770)
k141_40586	Pseudomonas fluorescens (taxid 294)
k141_230020	Paraburkholderia fungorum (taxid 134537)
k141_97208	Pseudomonas mendocina (taxid 300)
k141_248640	Pseudomonas protegens (taxid 380021)
k141_210588	Firmicutes (taxid 1239)
k141_154038	Pseudomonas putida S16 (taxid 1042876)
k141_40587	Bradyrhizobium guangzhouense (taxid 1325095)
k141_78636	Pseudomonas psychrophila (taxid 122355)
k141_40588	Lactobacillus crispatus (taxid 47770)
k141_59611	Clostridium kluyveri (taxid 1534)
k141_78640	Pseudomonas vancouverensis (taxid 95300)
k141_2969	Bacteria (taxid 2)
k141_210598	unclassified Hydrogenophaga (taxid 2610897)
k141_154047	Pseudomonas fragi (taxid 296)
k141_191984	Pseudomonas putida B6-2 (taxid 1081940)
k141_22042	Pseudomonas putida F1 (taxid 351746)
k141_97223	Pseudomonas fluorescens (taxid 294)
k141_135370	Pseudomonas lundensis (taxid 86185)
k141_59615	Pseudomonas lundensis (taxid 86185)
k141_154048	Pseudomonas mendocina (taxid 300)
k141_2971	Geobacillus sp. WCH70 (taxid 471223)
k141_116329	Paraburkholderia fungorum (taxid 134537)
k141_135372	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_2974	Lactobacillus crispatus (taxid 47770)
k141_210604	Thermotoga sp. Cell2 (taxid 1157947)
k141_154053	Enterobacteriaceae (taxid 543)
k141_78642	Dietzia psychralcaliphila (taxid 139021)
k141_135373	Pseudomonas sp. NIBRBAC000502773 (taxid 2590776)
k141_210605	Vibrio rotiferianus (taxid 190895)
k141_40590	Rhodoferax sp. BAB1 (taxid 2741720)
k141_135374	Pseudomonas protegens Cab57 (taxid 1420599)
k141_2979	Pseudomonas extremorientalis (taxid 169669)
k141_22054	Pseudomonas protegens (taxid 380021)
k141_97238	Pseudomonas sp. phDV1 (taxid 253237)
k141_40592	Limosilactobacillus mucosae (taxid 97478)
k141_191995	Pseudomonas sp. Tri1 (taxid 2823875)
k141_2981	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_22058	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_191998	Stenotrophomonas maltophilia (taxid 40324)
k141_135380	Phreatobacter cathodiphilus (taxid 1868589)
k141_59632	Pseudomonas putida (taxid 303)
k141_22061	unclassified Pseudomonas (taxid 196821)
k141_40595	Serratia marcescens (taxid 615)
k141_97243	Serratia ureilytica (taxid 300181)
k141_2985	Pseudomonas psychrophila (taxid 122355)
k141_78653	Pseudomonas fragi (taxid 296)
k141_2988	Achromobacter xylosoxidans A8 (taxid 762376)
k141_135388	Pseudomonas sp. ACM7 (taxid 2052956)
k141_59643	Pseudomonas fragi (taxid 296)
k141_40598	Vibrio scophthalmi (taxid 45658)
k141_192009	Pseudomonas fragi (taxid 296)
k141_192010	Clostridium isatidis (taxid 182773)
k141_135393	Pseudomonas tolaasii (taxid 29442)
k141_97253	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_2990	Limosilactobacillus frumenti (taxid 104955)
k141_22079	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_22082	Clavibacter michiganensis subsp. sepedonicus (taxid 31964)
k141_40608	Vibrio parahaemolyticus (taxid 670)
k141_59644	Pseudomonas protegens (taxid 380021)
k141_78670	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_22084	Acinetobacter sp. WCHA55 (taxid 2004646)
k141_192020	Escherichia sp. E4742 (taxid 2044467)
k141_97258	Lactobacillus salivarius UCC118 (taxid 362948)
k141_154075	Dietzia psychralcaliphila (taxid 139021)
k141_22086	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_78672	Sphingomonas sp. HMP6 (taxid 1517551)
k141_78675	Acinetobacter lanii (taxid 2715163)
k141_192025	Acinetobacter piscicola (taxid 2006115)
k141_22088	Pseudomonas fragi (taxid 296)
k141_59649	Methylobacterium radiotolerans JCM 2831 (taxid 426355)
k141_97263	Pseudomonas protegens (taxid 380021)
k141_78677	Pseudomonas sp. MYb193 (taxid 1827300)
k141_135411	Pseudomonas fragi (taxid 296)
k141_192027	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_97265	Pseudomonas putida (taxid 303)
k141_59651	Pseudomonas stutzeri (taxid 316)
k141_22090	Lactiplantibacillus plantarum (taxid 1590)
k141_3011	Serratia (taxid 613)
k141_135412	Pseudomonas psychrophila (taxid 122355)
k141_22091	Enterobacteriaceae (taxid 543)
k141_248643	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_154090	Pseudomonas mendocina (taxid 300)
k141_192035	Vibrio casei (taxid 673372)
k141_78682	Pseudomonas fragi (taxid 296)
k141_3012	Enterobacteriaceae (taxid 543)
k141_97275	Pseudomonas protegens (taxid 380021)
k141_22094	Pluralibacter gergoviae (taxid 61647)
k141_3014	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_59653	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_135425	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_154092	Pseudomonas fragi (taxid 296)
k141_78684	Pseudomonas fragi (taxid 296)
k141_22098	Pseudomonas tolaasii (taxid 29442)
k141_3015	Limosilactobacillus frumenti (taxid 104955)
k141_230026	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_97284	Serratia marcescens (taxid 615)
k141_172815	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_192044	Lacticaseibacillus rhamnosus (taxid 47715)
k141_248648	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_3019	Latilactobacillus sakei (taxid 1599)
k141_248649	Lactobacillus crispatus ST1 (taxid 748671)
k141_230030	Achromobacter xylosoxidans (taxid 85698)
k141_154098	Enterobacteriaceae (taxid 543)
k141_22100	Pseudomonas fragi (taxid 296)
k141_135432	Proteus mirabilis (taxid 584)
k141_78690	Pseudomonas putida H8234 (taxid 1331671)
k141_59670	Enterobacter cloacae complex (taxid 354276)
k141_22101	Thermotoga sp. 2812B (taxid 1157948)
k141_59671	Achromobacter sp. AONIH1 (taxid 1758194)
k141_78691	Pseudomonas sp. CCOS 191 (taxid 1649877)
k141_97296	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_248658	Moritella sp. 24 (taxid 2746230)
k141_230038	Achromobacter xylosoxidans A8 (taxid 762376)
k141_78694	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_192047	Pluralibacter gergoviae (taxid 61647)
k141_154108	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_230039	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_59678	Rhodococcus ruber (taxid 1830)
k141_22114	Dietzia sp. oral taxon 368 (taxid 712270)
k141_97309	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_172836	Pseudomonas sp. DG56-2 (taxid 2320270)
k141_135434	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_248669	Pseudomonas putida (taxid 303)
k141_192052	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_172838	Dietzia psychralcaliphila (taxid 139021)
k141_97312	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_59680	Pseudomonas fragi (taxid 296)
k141_97314	Achromobacter xylosoxidans (taxid 85698)
k141_78709	Roseiflexus castenholzii DSM 13941 (taxid 383372)
k141_230052	Pseudomonas fragi (taxid 296)
k141_135440	Pseudomonas putida ND6 (taxid 231023)
k141_59681	Enterococcus hirae (taxid 1354)
k141_192057	Pseudomonas fragi (taxid 296)
k141_172846	Serratia (taxid 613)
k141_135441	Thermotoga (taxid 2335)
k141_248670	Pseudomonas putida (taxid 303)
k141_78712	Pluralibacter gergoviae (taxid 61647)
k141_22132	Achromobacter xylosoxidans (taxid 85698)
k141_97320	Pseudomonas azotoformans (taxid 47878)
k141_172847	Pseudomonas sp. LG1E9 (taxid 2219057)
k141_135444	Stenotrophomonas maltophilia (taxid 40324)
k141_230062	Pseudomonas synxantha (taxid 47883)
k141_248672	Pluralibacter gergoviae (taxid 61647)
k141_192062	Lactobacillus amylovorus (taxid 1604)
k141_22136	Achromobacter xylosoxidans (taxid 85698)
k141_3020	Pseudomonas lundensis (taxid 86185)
k141_59685	Pseudomonas putida (taxid 303)
k141_78715	Bifidobacterium thermophilum (taxid 33905)
k141_97327	Achromobacter xylosoxidans (taxid 85698)
k141_230064	Lactiplantibacillus plantarum (taxid 1590)
k141_248675	Pseudomonas putida (taxid 303)
k141_78718	Pseudomonas fragi (taxid 296)
k141_3024	Pseudomonas lundensis (taxid 86185)
k141_192070	Pseudomonas stutzeri (taxid 316)
k141_230075	Pseudomonas prosekii (taxid 1148509)
k141_22142	Pseudomonas fragi (taxid 296)
k141_116332	Lactobacillus salivarius str. Ren (taxid 1194971)
k141_230076	Pseudomonas protegens (taxid 380021)
k141_97338	Achromobacter xylosoxidans (taxid 85698)
k141_40610	Lactobacillus salivarius str. Ren (taxid 1194971)
k141_97340	Pseudomonas fragi (taxid 296)
k141_78728	Pseudomonas fragi (taxid 296)
k141_3034	Pseudomonas aeruginosa (taxid 287)
k141_192079	Paraburkholderia fungorum (taxid 134537)
k141_22145	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_135466	Pseudomonas arsenicoxydans (taxid 702115)
k141_248689	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_230085	Pseudomonas rhodesiae (taxid 76760)
k141_154113	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_40611	Pseudomonas fragi (taxid 296)
k141_192086	Achromobacter xylosoxidans (taxid 85698)
k141_3037	Pseudomonas fragi (taxid 296)
k141_40612	Streptococcus equinus (taxid 1335)
k141_172859	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_116340	Enterobacteriaceae (taxid 543)
k141_3041	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050 (taxid 1271863)
k141_22159	Achromobacter xylosoxidans (taxid 85698)
k141_172861	Achromobacter xylosoxidans (taxid 85698)
k141_154124	Achromobacter xylosoxidans (taxid 85698)
k141_78745	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_230094	Pseudomonas psychrophila (taxid 122355)
k141_40616	Pseudomonas putida S12 (taxid 1215087)
k141_97351	Pseudomonas fragi (taxid 296)
k141_192092	Pseudomonas fragi (taxid 296)
k141_116343	Limosilactobacillus frumenti (taxid 104955)
k141_22163	Paraburkholderia xenovorans LB400 (taxid 266265)
k141_172866	Pseudomonas migulae (taxid 78543)
k141_135484	Pseudomonas fragi (taxid 296)
k141_230095	Acinetobacter piscicola (taxid 2006115)
k141_248710	Acinetobacter gyllenbergii (taxid 134534)
k141_40623	Sphingopyxis sp. EG6 (taxid 1874061)
k141_154128	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_116347	Achromobacter xylosoxidans A8 (taxid 762376)
k141_172868	Pseudomonas sp. S19 (taxid 322535)
k141_22170	Vibrio scophthalmi (taxid 45658)
k141_40624	Fusobacterium sp. NSJ-57 (taxid 2764326)
k141_192099	Lactobacillus mucosae LM1 (taxid 1130798)
k141_97358	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_78755	Pseudomonas fragi (taxid 296)
k141_248713	Delftia acidovorans (taxid 80866)
k141_22172	Pseudomonas putida (taxid 303)
k141_116353	Geobacillus sp. 44C (taxid 1963024)
k141_230098	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_154130	Pluralibacter gergoviae (taxid 61647)
k141_172872	Photobacterium damselae subsp. damselae (taxid 85581)
k141_116355	Pseudomonas sp. IB20 (taxid 1702250)
k141_97359	Acinetobacter piscicola (taxid 2006115)
k141_248719	Streptomyces hundungensis (taxid 1077946)
k141_40626	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_192100	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_172877	Pseudomonas putida (taxid 303)
k141_97362	Enterobacteriaceae (taxid 543)
k141_78761	Pseudomonas fragi (taxid 296)
k141_22181	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_172878	Achromobacter xylosoxidans (taxid 85698)
k141_192105	Pseudomonas sp. R2-60-08W (taxid 1173280)
k141_154144	Pseudomonas putida (taxid 303)
k141_230112	Acinetobacter piscicola (taxid 2006115)
k141_116363	Achromobacter xylosoxidans (taxid 85698)
k141_40632	Phreatobacter sp. NMCR1094 (taxid 2570229)
k141_22185	Pseudomonas fluorescens (taxid 294)
k141_172879	Pseudomonas mendocina (taxid 300)
k141_248730	Lactobacillus crispatus (taxid 47770)
k141_97368	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_97369	Pseudomonas protegens (taxid 380021)
k141_78773	Lactobacillus salivarius UCC118 (taxid 362948)
k141_116368	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_40639	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_172886	Achromobacter xylosoxidans (taxid 85698)
k141_192110	Pseudomonas sp. CFA (taxid 2651048)
k141_172887	Shewanella sp. M2 (taxid 2487742)
k141_230125	Pseudomonas protegens (taxid 380021)
k141_97373	Moritella sp. 24 (taxid 2746230)
k141_154161	Lactiplantibacillus plantarum (taxid 1590)
k141_78777	Acinetobacter piscicola (taxid 2006115)
k141_154162	Pseudomonas fragi (taxid 296)
k141_40649	Pseudomonas fragi (taxid 296)
k141_97378	Haemophilus influenzae (taxid 727)
k141_135487	Pseudomonas fragi (taxid 296)
k141_172893	Pseudomonas chlororaphis (taxid 587753)
k141_3044	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_116370	Lactobacillus crispatus ST1 (taxid 748671)
k141_40651	Burkholderia glumae (taxid 337)
k141_78780	Pseudomonas psychrophila (taxid 122355)
k141_154171	Pseudomonas fragi (taxid 296)
k141_22208	Aeromicrobium erythreum (taxid 2041)
k141_248751	Moritella sp. 24 (taxid 2746230)
k141_97379	Pseudomonas fluorescens WH6 (taxid 746360)
k141_40656	Enterobacteriaceae (taxid 543)
k141_230129	Enterobacteriaceae (taxid 543)
k141_78785	Escherichia coli (taxid 562)
k141_248757	Lactobacillus ultunensis (taxid 227945)
k141_97383	Methylorubrum extorquens PA1 (taxid 419610)
k141_154177	Pseudomonas psychrophila (taxid 122355)
k141_40658	Lactobacillus amylovorus (taxid 1604)
k141_22216	Acinetobacter gyllenbergii (taxid 134534)
k141_135491	Pluralibacter gergoviae (taxid 61647)
k141_40659	Pseudomonas fluorescens WH6 (taxid 746360)
k141_192134	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_154179	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_97387	Acinetobacter defluvii (taxid 1871111)
k141_230133	Enterobacteriaceae (taxid 543)
k141_116373	Pseudomonas fluorescens R124 (taxid 743713)
k141_40662	Latilactobacillus sakei (taxid 1599)
k141_78790	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_3058	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_97388	Pseudomonas migulae (taxid 78543)
k141_135493	Lactobacillus mucosae LM1 (taxid 1130798)
k141_172907	Pseudomonas tolaasii (taxid 29442)
k141_116375	Bradyrhizobium (taxid 374)
k141_97391	Pseudomonas thivervalensis (taxid 86265)
k141_40666	unclassified Dietzia (taxid 2617939)
k141_135494	Burkholderiales (taxid 80840)
k141_192137	Lactobacillus mucosae LM1 (taxid 1130798)
k141_230136	Pluralibacter gergoviae (taxid 61647)
k141_78794	Achromobacter deleyi (taxid 1353891)
k141_172911	Pluralibacter gergoviae (taxid 61647)
k141_116383	Achromobacter xylosoxidans (taxid 85698)
k141_192139	Pseudomonas psychrophila (taxid 122355)
k141_97393	Pseudomonas fluorescens WH6 (taxid 746360)
k141_230137	Achromobacter deleyi (taxid 1353891)
k141_248782	Limosilactobacillus pontis (taxid 35787)
k141_3059	Dietzia sp. DQ12-45-1b (taxid 912801)
k141_78800	Pluralibacter gergoviae (taxid 61647)
k141_135504	Achromobacter xylosoxidans A8 (taxid 762376)
k141_78801	Serratia marcescens (taxid 615)
k141_3061	Gammaproteobacteria (taxid 1236)
k141_22223	Pluralibacter gergoviae (taxid 61647)
k141_116393	Pseudomonas sp. 02C 26 (taxid 2054914)
k141_154182	Pseudomonas lundensis (taxid 86185)
k141_40673	Rhodococcus sp. P1Y (taxid 1302308)
k141_135509	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_3063	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_154184	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_22227	Paraburkholderia atlantica (taxid 2654982)
k141_192141	Pseudomonas lundensis (taxid 86185)
k141_230154	Pseudomonas putida (taxid 303)
k141_3064	Aeromicrobium erythreum (taxid 2041)
k141_22228	Streptococcus equinus (taxid 1335)
k141_154190	Delftia (taxid 80865)
k141_78806	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_135518	Pseudomonas putida (taxid 303)
k141_116404	Serratia (taxid 613)
k141_22232	Acinetobacter defluvii (taxid 1871111)
k141_135520	Pseudomonas protegens Cab57 (taxid 1420599)
k141_97421	Pseudomonas lalkuanensis (taxid 2604832)
k141_154192	Pseudomonas fragi (taxid 296)
k141_78813	Achromobacter deleyi (taxid 1353891)
k141_3074	Hydrogenophaga sp. PAMC20947 (taxid 2565558)
k141_22236	Pseudomonas chlororaphis (taxid 587753)
k141_192143	Lactobacillus crispatus (taxid 47770)
k141_172913	Pluralibacter gergoviae (taxid 61647)
k141_248788	Lactobacillus crispatus ST1 (taxid 748671)
k141_135521	Pseudomonas lundensis (taxid 86185)
k141_40692	Cutibacterium acnes (taxid 1747)
k141_97425	Vibrio mediterranei (taxid 689)
k141_230171	Acinetobacter sp. ACNIH2 (taxid 1758189)
k141_248789	Sphingopyxis sp. EG6 (taxid 1874061)
k141_97426	Pseudomonas azotoformans (taxid 47878)
k141_116413	Pseudomonas fragi (taxid 296)
k141_78819	Pseudomonas protegens (taxid 380021)
k141_172914	Acinetobacter defluvii (taxid 1871111)
k141_192148	Pseudomonas protegens Cab57 (taxid 1420599)
k141_248790	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_154200	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_230174	Pseudomonas lundensis (taxid 86185)
k141_192150	Pseudomonas putida (taxid 303)
k141_22250	Pseudomonas protegens (taxid 380021)
k141_154203	Enterobacteriaceae (taxid 543)
k141_135531	Moritella sp. 24 (taxid 2746230)
k141_40699	Micrococcales (taxid 85006)
k141_40700	Pseudomonas sp. LH1G9 (taxid 2083055)
k141_192151	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_230179	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_172928	Pseudomonas stutzeri DSM 4166 (taxid 996285)
k141_248801	Phreatobacter cathodiphilus (taxid 1868589)
k141_116433	Vibrionaceae (taxid 641)
k141_78833	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_22255	Streptococcus equinus (taxid 1335)
k141_192155	Dietzia sp. oral taxon 368 (taxid 712270)
k141_116438	Paraburkholderia fungorum (taxid 134537)
k141_22258	Lactobacillus crispatus ST1 (taxid 748671)
k141_154216	Pseudomonas sp. JY-Q (taxid 1338689)
k141_135539	Pseudomonas lundensis (taxid 86185)
k141_230185	Pseudomonas putida S12 (taxid 1215087)
k141_78836	Leifsonia xyli (taxid 1575)
k141_172937	Pseudomonas migulae (taxid 78543)
k141_116439	Pseudomonas (taxid 286)
k141_230186	Limosilactobacillus mucosae (taxid 97478)
k141_154221	Pseudomonas putida (taxid 303)
k141_78839	Bacteria (taxid 2)
k141_116442	Gammaproteobacteria (taxid 1236)
k141_172940	unclassified Variovorax (taxid 663243)
k141_135546	Pseudomonas putida (taxid 303)
k141_230188	Plantibacter sp. PA-3-X8 (taxid 2480625)
k141_22270	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_40712	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_135548	Pluralibacter gergoviae (taxid 61647)
k141_192158	Dietzia psychralcaliphila (taxid 139021)
k141_154228	Pseudomonas sp. NIBRBAC000502773 (taxid 2590776)
k141_172942	Pseudomonas putida F1 (taxid 351746)
k141_230195	Moritella sp. 24 (taxid 2746230)
k141_78846	Pseudomonas lundensis (taxid 86185)
k141_22275	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_116443	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_40720	Pantoea agglomerans (taxid 549)
k141_172944	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_22277	Lactobacillus amylovorus (taxid 1604)
k141_116445	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_78852	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_192164	Pseudomonas psychrophila (taxid 122355)
k141_22279	Paraburkholderia fungorum (taxid 134537)
k141_135563	Pseudomonas lundensis (taxid 86185)
k141_40725	Photobacterium profundum SS9 (taxid 298386)
